Id,Quantidade_Avaliações,Média_Avaliações,Avaliação_Máxima,Nome_Filme,Generos,Tags
5524,8,2.69,3.5,Blue Crush (2002),Adventure|Drama|Romance,
782,8,3.0,5.0,"Fan, The (1996)",Drama|Thriller,
2269,8,3.0,5.0,Indecent Proposal (1993),Drama|Romance,
710,8,2.56,3.0,Celtic Pride (1996),Comedy,
2799,8,1.31,3.0,Problem Child 2 (1991),Comedy,
3614,8,2.94,4.0,Honeymoon in Vegas (1992),Comedy|Romance,
667,8,2.81,5.0,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,
2613,8,2.88,5.0,Night of the Comet (1984),Comedy|Horror|Sci-Fi,
2560,8,3.0,4.0,Ravenous (1999),Horror|Thriller,
3943,8,2.94,4.0,Bamboozled (2000),Comedy,
50912,8,2.94,4.0,"Paris, I Love You (Paris, je t'aime) (2006)",Romance,
5055,8,2.81,4.0,Dragon: The Bruce Lee Story (1993),Action|Drama,
79224,8,2.5,4.0,"Karate Kid, The (2010)",Action|Children|Drama,
4719,8,2.62,3.5,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,
4587,8,2.25,3.0,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,
4477,8,1.94,4.0,Big Top Pee-Wee (1988),Adventure|Children|Comedy,circus
4866,8,2.81,4.0,"Last Castle, The (2001)",Action,
4899,8,2.19,4.0,Black Knight (2001),Adventure|Comedy|Fantasy,
5009,8,3.0,4.0,Ali (2001),Drama,
5900,8,2.56,4.0,Analyze That (2002),Comedy|Crime,
2014,8,2.62,4.0,Freaky Friday (1977),Children|Comedy|Fantasy,
5478,8,2.75,4.0,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,
6006,8,2.75,5.0,Just Married (2003),Comedy|Romance,
6166,8,1.81,3.5,Dennis the Menace (1993),Comedy,
1425,8,3.0,3.5,Fierce Creatures (1997),Comedy,
1414,8,3.0,4.0,Mother (1996),Comedy,
36525,8,2.69,4.0,Just Like Heaven (2005),Comedy|Fantasy|Romance,
1346,8,2.81,4.0,Cat People (1982),Drama|Fantasy|Horror,
433,8,2.75,4.0,Clean Slate (1994),Comedy,
416,8,2.5,4.0,Bad Girls (1994),Western,
1011,8,2.94,5.0,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,
7161,8,1.94,3.0,Cheaper by the Dozen (2003),Children|Comedy,
101362,8,2.88,4.5,Olympus Has Fallen (2013),Action|Thriller,
2445,8,2.69,4.0,At First Sight (1999),Drama,
2458,8,2.75,4.0,Armed and Dangerous (1986),Comedy|Crime,
43871,8,2.75,3.5,Firewall (2006),Crime|Drama|Thriller,
7366,8,2.94,4.0,Jersey Girl (2004),Comedy|Drama|Romance,
7255,8,2.81,4.0,Win a Date with Tad Hamilton! (2004),Comedy|Romance,
3208,8,2.19,4.0,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,
68659,8,2.88,4.5,Fanboys (2009),Adventure|Comedy|Drama,
7155,8,2.62,5.0,Calendar Girls (2003),Comedy,
1707,8,1.88,4.0,Home Alone 3 (1997),Children|Comedy,
6707,8,2.88,4.0,Cabin Fever (2002),Horror|Thriller,
3466,8,3.0,5.0,Heart and Souls (1993),Comedy|Fantasy,
37382,8,2.88,3.5,Domino (2005),Crime|Drama|Thriller,
55995,8,2.56,3.5,Beowulf (2007),Action|Adventure|Animation|Fantasy|IMAX,
27788,8,3.0,4.0,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller,
55261,8,2.5,3.5,"Heartbreak Kid, The (2007)",Comedy|Drama|Romance,
1005,8,2.19,3.5,D3: The Mighty Ducks (1996),Children|Comedy,
2392,8,1.94,3.0,Jack Frost (1998),Children|Comedy|Drama,
41573,8,2.88,4.5,"Family Stone, The (2005)",Comedy|Drama|Romance,
4010,8,2.94,4.0,Brewster's Millions (1985),Comedy,
360,8,2.69,3.0,I Love Trouble (1994),Action|Comedy,
93270,8,2.06,4.5,Project X (2012),Comedy,
1806,8,2.31,3.5,Paulie (1998),Adventure|Children|Comedy,
6264,8,2.38,3.5,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,
1858,8,2.56,3.5,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,
59421,8,2.75,4.0,What Happens in Vegas... (2008),Comedy|Romance,
3566,8,2.88,4.5,"Big Kahuna, The (2000)",Comedy|Drama,business religion
3024,7,2.64,4.5,Piranha (1978),Horror|Sci-Fi,
5312,7,2.86,4.0,Murder by Numbers (2002),Crime|Thriller,
5504,7,2.21,4.0,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,
1445,7,2.14,3.0,McHale's Navy (1997),Comedy|War,
2040,7,2.86,4.0,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,
2169,7,2.29,4.0,Dead Man on Campus (1998),Comedy,
5572,7,2.71,3.5,Barbershop (2002),Comedy,
5568,7,2.86,4.0,Johnny Dangerously (1984),Comedy,
5530,7,2.14,3.5,Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi,
5573,7,2.29,3.0,Stealing Harvard (2002),Comedy|Crime,
32017,7,2.71,3.0,"Pacifier, The (2005)",Action|Comedy,
64497,7,2.79,3.0,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX,
65802,7,2.71,4.0,Paul Blart: Mall Cop (2009),Action|Comedy|Crime,
2121,7,2.21,3.0,Cujo (1983),Horror|Thriller,Stephen King
4,7,2.36,3.0,Waiting to Exhale (1995),Comedy|Drama|Romance,
87,7,2.5,3.0,Dunston Checks In (1996),Children|Comedy,
378,7,2.79,3.5,Speechless (1994),Comedy|Romance,
149354,7,2.5,4.0,Sisters (2015),Children|Comedy,
4109,7,2.57,4.0,Flowers in the Attic (1987),Drama|Thriller,
274,7,2.93,4.0,Man of the House (1995),Comedy,
2500,7,2.0,4.0,Jawbreaker (1999),Comedy,
4159,7,2.71,5.0,3000 Miles to Graceland (2001),Action|Thriller,
3308,7,2.86,5.0,"Flamingo Kid, The (1984)",Comedy|Drama,
2492,7,3.0,4.0,20 Dates (1998),Comedy|Romance,
2877,7,3.0,4.0,Tommy (1975),Musical,
3394,7,2.36,3.0,Blind Date (1987),Comedy|Romance,
132046,7,2.5,4.5,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,
1976,7,2.21,4.0,Friday the 13th Part 3: 3D (1982),Horror,Jason
1975,7,2.5,4.0,Friday the 13th Part 2 (1981),Horror,Jason
106491,7,2.64,4.5,47 Ronin (2013),Action|Adventure|Fantasy,
103384,7,2.79,4.0,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX,
5501,7,1.86,3.5,"Master of Disguise, The (2002)",Comedy|Mystery,
5803,7,2.5,4.0,I Spy (2002),Action|Adventure|Comedy|Crime,
61160,7,2.36,4.0,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,
4654,7,2.79,4.0,Road House (1989),Action|Drama,
2354,7,2.5,4.0,"Rugrats Movie, The (1998)",Animation|Children|Comedy,
2328,7,2.43,4.5,Vampires (1998),Horror|Western,
74530,7,2.36,3.5,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,
704,7,2.57,4.0,"Quest, The (1996)",Action|Adventure,
901,7,3.0,5.0,Funny Face (1957),Comedy|Musical,
505,7,2.21,4.0,North (1994),Comedy,
8860,7,2.86,4.0,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,
4744,7,2.5,4.0,Jeepers Creepers (2001),Horror,
8808,7,2.5,3.5,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,
8814,7,2.0,3.0,Without a Paddle (2004),Comedy,
1863,7,2.43,3.0,Major League: Back to the Minors (1998),Comedy,
1855,7,2.57,4.0,Krippendorf's Tribe (1998),Comedy,
6290,7,2.71,4.5,House of 1000 Corpses (2003),Horror,Rob Zombie
6250,7,2.64,3.5,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,
58162,7,3.0,4.0,Run Fatboy Run (2007),Comedy|Romance,
110730,7,2.29,4.0,Transcendence (2014),Drama|Sci-Fi|IMAX,
255,7,2.07,5.0,"Jerky Boys, The (1995)",Comedy,
6213,7,2.64,4.0,Tears of the Sun (2003),Action|Drama|Thriller,
1432,7,2.71,4.0,Metro (1997),Action|Comedy|Crime|Drama|Thriller,
60937,7,2.64,3.5,"Mummy: Tomb of the Dragon Emperor, The (2008)",Action|Adventure|Fantasy|Thriller,
33672,7,3.0,4.5,Lords of Dogtown (2005),Action|Comedy|Drama,
33495,7,2.64,4.0,Kicking & Screaming (2005),Comedy,
5094,7,1.79,3.0,Rollerball (2002),Action|Sci-Fi,
5106,7,2.07,4.5,Crossroads (2002),Comedy|Musical|Romance,
1972,7,2.14,4.0,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,
1971,7,2.43,4.0,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,
436,7,2.57,4.0,Color of Night (1994),Drama|Thriller,
438,7,2.71,4.0,"Cowboy Way, The (1994)",Action|Comedy|Drama,
1866,7,2.93,5.0,"Big Hit, The (1998)",Action|Comedy|Crime,
6484,7,2.93,3.5,Hollywood Homicide (2003),Action|Crime|Drama,
2381,7,2.14,5.0,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,
39414,7,3.0,4.0,Shopgirl (2005),Comedy|Drama|Romance,
40339,7,2.29,4.0,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,
39715,7,2.14,3.5,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,
82167,7,2.79,3.5,Love and Other Drugs (2010),Comedy|Drama|Romance,
82202,7,2.71,4.0,"Tourist, The (2010)",Drama|Thriller,
473,7,1.86,3.5,In the Army Now (1994),Comedy|War,
450,7,3.0,4.0,With Honors (1994),Comedy|Drama,
43836,7,2.86,4.0,"Pink Panther, The (2006)",Adventure|Comedy|Crime,
91104,7,2.21,4.0,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,
325,7,2.5,5.0,National Lampoon's Senior Trip (1995),Comedy,
42725,7,2.57,4.0,Grandma's Boy (2006),Comedy,
4068,7,2.71,4.0,Sugar & Spice (2001),Comedy,
97836,7,2.57,4.0,Here Comes the Boom (2012),Action|Comedy,
1694,7,3.0,4.0,"Apostle, The (1997)",Drama,
47644,7,3.0,4.0,Invincible (2006),Drama,
6763,7,2.43,5.0,Duplex (2003),Comedy|Crime,
6880,7,1.86,3.5,"Texas Chainsaw Massacre, The (2003)",Horror,
1681,7,1.93,3.0,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,
1689,7,2.21,4.0,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,
6996,7,1.86,4.0,Highlander II: The Quickening (1991),Action|Sci-Fi,
2906,7,2.57,5.0,Random Hearts (1999),Drama|Romance,
3478,7,2.79,3.5,"Bamba, La (1987)",Drama,
2815,7,2.29,3.0,Iron Eagle (1986),Action|War,
7701,7,1.79,3.0,Look Who's Talking Too (1990),Comedy|Romance,
126,7,2.0,3.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,
3197,7,2.86,4.0,"Presidio, The (1988)",Action|Crime|Romance|Thriller,
1646,7,2.14,3.5,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,
63,7,2.71,4.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,
42,7,3.0,4.0,Dead Presidents (1995),Action|Crime|Drama,
69436,7,2.79,4.0,Year One (2009),Adventure|Comedy,
3387,7,2.86,4.0,Who's Harry Crumb? (1989),Comedy|Mystery,
3238,6,1.58,3.0,Eye of the Beholder (1999),Thriller,
162606,6,3.0,4.0,The Accountant (2016),Crime|Drama|Thriller,
8531,6,2.83,4.0,White Chicks (2004),Action|Comedy|Crime,
1593,6,2.83,4.0,Picture Perfect (1997),Comedy|Romance,
7624,6,2.75,3.5,School Ties (1992),Drama,
7376,6,3.0,4.0,Walking Tall (2004),Action,
7319,6,2.08,3.0,Club Dread (2004),Comedy|Horror,
612,6,2.5,3.5,"Pallbearer, The (1996)",Comedy,
611,6,2.42,5.0,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,
135137,6,2.58,4.0,Pixels (2015),Action|Comedy|Sci-Fi,
155,6,2.42,4.0,Beyond Rangoon (1995),Adventure|Drama|War,
132,6,2.83,4.0,Jade (1995),Thriller,
139642,6,2.83,4.0,Southpaw (2015),Action|Drama,
2430,6,2.83,4.0,Mighty Joe Young (1949),Adventure|Children|Drama,
4215,6,2.08,3.5,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,
4158,6,2.08,4.0,Monkeybone (2001),Animation|Comedy|Fantasy,
2497,6,2.92,4.0,Message in a Bottle (1999),Romance,
275,6,2.0,3.0,Mixed Nuts (1994),Comedy,
100498,6,2.08,3.5,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,
95543,6,2.92,4.0,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,
95207,6,2.75,3.5,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,
94780,6,2.83,3.5,Snow White and the Huntsman (2012),Action|Adventure|Drama,
94478,6,2.5,4.0,Dark Shadows (2012),Comedy|Horror|IMAX,
48520,6,2.83,4.0,Employee of the Month (2006),Comedy,
1004,6,3.0,4.0,"Glimmer Man, The (1996)",Action|Thriller,
45732,6,1.58,3.5,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,
45726,6,2.17,3.0,"You, Me and Dupree (2006)",Comedy,
45221,6,2.58,4.0,Stick It (2006),Comedy,
1255,6,3.0,4.5,Bad Taste (1987),Comedy|Horror|Sci-Fi,
1126,6,2.83,4.5,Drop Dead Fred (1991),Comedy|Fantasy,
4248,6,1.75,4.0,Josie and the Pussycats (2001),Comedy,
4233,6,2.0,3.5,Tomcats (2001),Comedy,
46974,6,2.67,3.5,World Trade Center (2006),Drama,
1018,6,2.42,3.5,That Darn Cat! (1965),Children|Comedy|Mystery,
2549,6,2.92,4.0,Wing Commander (1999),Action|Sci-Fi,
2548,6,1.83,2.0,"Rage: Carrie 2, The (1999)",Horror,
3993,6,3.0,4.0,Quills (2000),Drama|Romance,
3987,6,2.42,4.0,Bounce (2000),Drama|Romance,
2574,6,2.0,3.0,"Out-of-Towners, The (1999)",Comedy,
833,6,2.0,4.0,High School High (1996),Comedy,
1334,6,3.0,5.0,"Blob, The (1958)",Horror|Sci-Fi,
40581,6,2.92,4.5,Just Friends (2005),Comedy|Romance,
37720,6,2.92,4.0,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,
89087,6,2.5,4.5,Colombiana (2011),Action|Adventure|Drama|Thriller,
2418,6,2.75,4.0,Nothing in Common (1986),Comedy,
4452,6,2.67,4.0,Made (2001),Comedy,
330,6,3.0,4.0,Tales from the Hood (1995),Action|Crime|Horror,
91976,6,2.92,4.0,"Grey, The (2012)",Action|Drama,
90522,6,3.0,4.0,Johnny English Reborn (2011),Adventure|Comedy|Thriller,
90249,6,3.0,4.0,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,
886,6,2.67,5.0,Bulletproof (1996),Action|Comedy|Crime,
51834,6,2.92,4.0,Becoming Jane (2007),Drama|Romance,
3955,6,1.58,2.5,"Ladies Man, The (2000)",Comedy,
3927,6,2.67,4.0,Fantastic Voyage (1966),Adventure|Sci-Fi,
3889,6,2.25,3.0,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,
3841,6,2.83,5.0,Air America (1990),Action|Comedy,
75805,6,2.75,3.0,"Bounty Hunter, The (2010)",Action|Comedy|Romance,
1389,6,1.42,2.0,Jaws 3-D (1983),Action|Horror,shark
2315,6,2.17,3.5,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,
4564,6,2.83,5.0,Always (1989),Drama|Fantasy|Romance,
4498,6,3.0,4.0,"Dead Pool, The (1988)",Action|Crime|Thriller,
3835,6,2.17,4.0,"Crush, The (1993)",Thriller,
56801,6,2.58,4.0,AVPR: Aliens vs. Predator - Requiem (2007),Action|Horror|Sci-Fi,
851,6,2.83,4.0,Basquiat (1996),Drama,
3799,6,1.58,3.0,Pokémon the Movie 2000 (2000),Animation|Children,
110771,6,2.92,4.5,"Other Woman, The (2014)",Comedy|Romance,
250,6,2.5,4.0,Heavyweights (Heavy Weights) (1995),Children|Comedy,
217,6,2.33,5.0,"Babysitter, The (1995)",Drama|Thriller,
108945,6,2.33,3.0,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,
108928,6,2.67,3.5,"Monuments Men, The (2014)",Action|Drama|War,
4774,6,2.17,3.0,Big Trouble (2002),Comedy|Crime,
4748,6,2.08,4.5,3 Ninjas (1992),Action|Children|Comedy,
2306,6,2.58,3.0,Holy Man (1998),Comedy,
4676,6,1.92,3.5,Troop Beverly Hills (1989),Comedy,
79242,6,2.92,4.0,"Kids Are All Right, The (2010)",Comedy|Drama,
78893,6,1.92,3.5,"Last Airbender, The (2010)",Action|Adventure|Fantasy,
5048,6,2.33,5.0,Snow Dogs (2002),Adventure|Children|Comedy,
5016,6,3.0,4.0,"Shipping News, The (2001)",Drama,
2261,6,3.0,5.0,One Crazy Summer (1986),Comedy,
4844,6,2.67,4.0,Bandits (2001),Comedy|Crime|Romance,
4815,6,2.92,4.0,Hearts in Atlantis (2001),Drama,
4812,6,2.17,3.0,SpaceCamp (1986),Adventure|Sci-Fi,NASA space
103339,6,2.92,4.0,White House Down (2013),Action|Drama|Thriller|IMAX,
3770,6,2.67,4.0,Dreamscape (1984),Horror|Sci-Fi|Thriller,
3766,6,2.08,3.0,Missing in Action (1984),Action|War,
2748,6,1.83,3.0,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,
71520,6,2.33,4.5,"Invention of Lying, The (2009)",Comedy,
569,6,2.67,4.0,Little Big League (1994),Comedy|Drama,
34332,6,2.92,4.5,Sky High (2005),Action|Adventure|Children|Comedy,
2093,6,3.0,4.0,Return to Oz (1985),Adventure|Children|Fantasy,
2092,6,2.42,4.0,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,
32011,6,2.17,3.0,Cursed (2005),Horror|Thriller,
31427,6,2.33,3.0,Hide and Seek (2005),Horror|Mystery|Thriller,
2042,6,2.58,3.5,D2: The Mighty Ducks (1994),Children|Comedy,
2036,6,2.25,3.5,Blank Check (1994),Children|Comedy,
88812,6,2.67,3.5,30 Minutes or Less (2011),Action|Comedy|Crime,
414,6,2.33,3.0,"Air Up There, The (1994)",Comedy,
86293,6,3.0,4.0,Arthur (2011),Comedy,
33164,6,1.83,3.0,House of Wax (2005),Horror|Thriller,
33145,6,3.0,4.0,"Lot Like Love, A (2005)",Comedy|Drama|Romance,
33085,6,2.25,3.0,"Amityville Horror, The (2005)",Horror|Thriller,
548,6,2.75,4.0,Terminal Velocity (1994),Action|Mystery|Thriller,
191,6,2.42,5.0,"Scarlet Letter, The (1995)",Drama|Romance,
117895,6,1.83,3.5,Maze Runner: Scorch Trials (2015),Action|Thriller,
64231,6,3.0,4.0,Punisher: War Zone (2008),Action|Crime|Drama|Thriller,
5585,6,2.08,3.5,Ernest Scared Stupid (1991),Comedy,
1995,6,1.67,2.0,Poltergeist II: The Other Side (1986),Horror|Thriller,ghosts
5452,6,1.58,3.5,Look Who's Talking Now (1993),Children|Comedy|Romance,
6212,6,1.92,2.5,Bringing Down the House (2003),Comedy,
5942,6,2.83,4.0,"Hot Chick, The (2002)",Comedy,
5941,6,2.92,4.0,Drumline (2002),Comedy|Drama|Musical|Romance,
1977,6,2.58,4.0,Friday the 13th Part IV: The Final Chapter (1984),Horror,Jason
1821,6,2.67,3.0,"Object of My Affection, The (1998)",Comedy|Romance,
6322,6,2.83,4.0,Confidence (2003),Crime|Thriller,
64030,6,2.67,3.5,Transporter 3 (2008),Action|Adventure|Crime|Thriller,
62113,6,2.83,4.5,How to Lose Friends & Alienate People (2008),Comedy,
2787,6,2.42,3.0,Cat's Eye (1985),Horror,Stephen King
81784,6,2.67,4.0,Morning Glory (2010),Comedy|Drama|Romance,
80860,6,3.0,4.5,Life as We Know It (2010),Comedy|Romance,
80166,6,2.67,3.5,"Switch, The (2010)",Comedy|Romance,
8614,6,3.0,4.0,Overboard (1987),Comedy|Romance,
6338,6,2.33,3.5,Daddy Day Care (2003),Children|Comedy,
27772,6,2.58,3.0,Ju-on: The Grudge (2002),Horror,
444,6,2.33,4.0,Even Cowgirls Get the Blues (1993),Comedy|Romance,
429,6,2.0,3.0,Cabin Boy (1994),Comedy,
82854,6,1.83,3.0,Gulliver's Travels (2010),Adventure|Comedy|Fantasy,
82852,6,1.83,4.0,Little Fockers (2010),Comedy,
472,6,2.58,3.0,I'll Do Anything (1994),Comedy|Drama,
459,6,2.25,3.0,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,
7101,6,3.0,4.0,Doc Hollywood (1991),Comedy|Romance,
6974,6,3.0,4.0,"Freshman, The (1990)",Comedy|Crime,
6619,6,2.92,5.0,Uptown Girls (2003),Comedy,
3519,6,2.92,3.5,Force 10 from Navarone (1978),Action|Drama|War,
3511,6,2.25,4.0,Ready to Rumble (2000),Comedy,
3392,6,2.33,4.0,She-Devil (1989),Comedy,
3041,6,2.08,4.0,Meatballs Part II (1984),Comedy,
3063,6,2.17,4.0,Poison Ivy (1992),Drama|Thriller,
130634,6,2.75,4.5,Furious 7 (2015),Action|Crime|Thriller,
130490,6,2.83,5.0,Insurgent (2015),Action|Sci-Fi|Thriller,
122898,6,2.5,4.0,Justice League (2017),Action|Adventure|Sci-Fi,
140711,6,2.67,4.0,American Ultra (2015),Action|Comedy|Sci-Fi|Thriller,
149352,6,2.67,4.0,Daddy's Home (2015),Comedy,
64,5,2.2,3.0,Two if by Sea (1996),Comedy|Romance,
6025,5,2.9,4.0,CB4 - The Movie (1993),Comedy,
1983,5,2.4,3.0,Halloween II (1981),Horror,halloween
1973,5,2.2,3.0,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,
5874,5,2.4,4.0,Friday After Next (2002),Comedy,
5804,5,2.3,3.0,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,
5796,5,2.5,3.5,Casino Royale (1967),Action|Adventure|Comedy,
5548,5,3.0,4.5,Down and Out in Beverly Hills (1986),Comedy,homeless
1130,5,2.9,4.0,"Howling, The (1980)",Horror|Mystery,
1128,5,2.5,4.0,"Fog, The (1980)",Horror,
44828,5,3.0,4.0,Slither (2006),Comedy|Horror|Sci-Fi,
51575,5,2.3,3.0,Wild Hogs (2007),Adventure|Comedy,
5993,5,2.9,4.0,Max (2002),Drama,
1993,5,1.8,3.0,Child's Play 3 (1991),Comedy|Horror|Thriller,
1043,5,2.4,3.0,To Gillian on Her 37th Birthday (1996),Drama|Romance,
2382,5,2.5,5.0,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,
2377,5,2.5,4.0,Lifeforce (1985),Horror|Sci-Fi,
4275,5,2.9,4.0,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,
4265,5,3.0,4.0,Driven (2001),Action|Thriller,
54648,5,2.7,4.5,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,
43904,5,1.3,2.0,When a Stranger Calls (2006),Horror|Thriller,
4509,5,2.9,5.0,"Great Outdoors, The (1988)",Comedy,
2356,5,2.6,3.5,Celebrity (1998),Comedy,
120635,5,2.7,5.0,Taken 3 (2015),Action|Crime|Thriller,action murder police
1919,5,2.5,3.5,Madeline (1998),Children|Comedy,
5451,5,3.0,4.0,Pumpkin (2002),Comedy|Drama|Romance,disability mental illness
3286,5,2.3,4.0,Snow Day (2000),Comedy,
156609,5,2.6,4.5,Neighbors 2: Sorority Rising (2016),Comedy,
1306,5,2.7,4.0,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,
4591,5,3.0,3.5,Erik the Viking (1989),Adventure|Comedy|Fantasy,
4544,5,2.9,4.0,Short Circuit 2 (1988),Comedy|Sci-Fi,
39449,5,2.6,3.5,Prime (2005),Comedy|Drama|Romance,
39435,5,2.9,3.5,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,
61236,5,3.0,4.0,Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War,
60514,5,2.5,3.5,Journey to the Center of the Earth (2008),Action|Adventure|Sci-Fi,
112788,5,2.6,3.5,Sex Tape (2014),Comedy,
122902,5,2.1,3.0,Fantastic Four (2015),Action|Adventure|Fantasy|Sci-Fi,
3401,5,2.2,4.0,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,
190,5,2.8,5.0,Safe (1995),Thriller,
33158,5,2.0,2.5,xXx: State of the Union (2005),Action|Crime|Thriller,
39400,5,2.1,3.5,"Fog, The (2005)",Action|Horror|Mystery|Thriller,
1395,5,3.0,4.0,Tin Men (1987),Comedy|Drama,
4241,5,2.1,3.0,Pokémon 3: The Movie (2001),Animation|Children,
2429,5,2.8,4.0,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,
725,5,2.5,3.0,"Great White Hype, The (1996)",Comedy,
2498,5,2.1,3.0,My Favorite Martian (1999),Comedy|Sci-Fi,
27839,5,2.3,3.5,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,
27822,5,2.7,4.5,Open Water (2003),Drama|Thriller,
4735,5,2.6,4.5,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,
34334,5,2.5,3.0,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,
881,5,2.1,3.0,First Kid (1996),Children|Comedy,
813,5,2.8,4.0,Larger Than Life (1996),Comedy,
4030,5,1.8,2.5,Dracula 2000 (2000),Horror,
619,5,2.6,5.0,Ed (1996),Comedy,
580,5,2.8,4.0,Princess Caraboo (1994),Drama,
3501,5,2.3,4.0,Murphy's Romance (1985),Comedy|Romance,
118997,5,2.8,4.0,Into the Woods (2014),Children|Comedy|Fantasy|Musical,
118900,5,2.9,4.0,Wild (2014),Drama,
1783,5,2.8,4.0,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,
1762,5,2.3,4.0,Deep Rising (1998),Action|Horror|Sci-Fi,
2888,5,2.1,3.5,Drive Me Crazy (1999),Comedy|Romance,
113378,5,2.3,4.5,"Giver, The (2014)",Drama|Sci-Fi,
2263,5,2.8,4.0,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,
26152,5,3.0,3.5,Batman (1966),Action|Adventure|Comedy,
1498,5,3.0,4.0,Inventing the Abbotts (1997),Drama|Romance,
1487,5,3.0,4.0,Selena (1997),Drama|Musical,
1468,5,2.6,5.0,Booty Call (1997),Comedy|Romance,
60037,5,3.0,3.5,"Happening, The (2008)",Drama|Sci-Fi|Thriller,
656,5,3.0,4.0,Eddie (1996),Comedy,
4814,5,2.5,4.0,Don't Say a Word (2001),Thriller,
3557,5,2.9,4.0,Jennifer 8 (1992),Mystery|Thriller,
3553,5,2.4,3.0,Gossip (2000),Drama|Thriller,
3545,5,3.0,3.5,Cabaret (1972),Drama|Musical,
3525,5,2.9,5.0,Bachelor Party (1984),Comedy,
110127,5,2.8,5.0,Noah (2014),Adventure|Drama|IMAX,
101025,5,2.2,4.0,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX,
2084,5,2.7,4.5,Newsies (1992),Children|Musical,
3506,5,3.0,4.0,North Dallas Forty (1979),Comedy|Drama,
1554,5,2.4,4.0,"Pillow Book, The (1996)",Drama|Romance,
